"LEA_STATE","LEA_STATE_NAME","NCESLEAID","LEA_NAME","SCHID","SCHOOL_NAME","NCESSCH","JJ","DISABILITY_CATEGORY","AM_M_7","AS_M_7","BL_M_7","HI_M_7","MU_M_7","PI_M_7","WH_M_7","AM_F_7","AS_F_7","BL_F_7","HI_F_7","MU_F_7","PI_F_7","WH_F_7","TOTAL_STUDENTS_REPORTED","LEP_M","NLEP_M","LEP_F","NLEP_F","CF_M","HH_M","PPPS_M","RC39_M","RC79TO40_M","RC80_M","RF_M","SS_M","CF_F","HH_F","PPPS_F","RC39_F","RC79TO40_F","RC80_F","RF_F","SS_F"
"IA","IOWA","1914700","Iowa City Comm School District","00883","Central Elementary School","191470000000","No","MISSING",0,0,5,4,0,0,13,0,0,5,2,0,0,2,31,2,20,1,8,0,0,0,0,1,21,0,0,0,0,0,0,0,9,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00885","Ernest Horn Elementary School","191470000000","No","MISSING",0,0,6,1,5,0,17,0,0,1,2,1,0,7,40,2,27,0,11,0,0,0,1,4,24,0,0,0,0,0,0,3,8,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00886","Grant Wood Elementary School","191470000000","No","MISSING",0,0,17,4,1,0,10,0,0,5,4,0,0,2,43,5,27,1,10,0,0,0,3,9,20,0,0,0,0,0,1,3,7,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00887","Helen Lemme Elementary School","191470000000","No","MISSING",0,0,3,3,1,0,10,0,0,1,3,1,0,7,29,2,15,3,9,0,0,0,0,0,17,0,0,0,0,0,0,1,11,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00889","Herbert Hoover Elementary School","191470000000","No","MISSING",0,0,1,2,1,0,11,0,0,0,1,0,0,6,22,1,14,0,7,0,0,0,4,3,8,0,0,0,0,0,1,2,4,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00890","Hills Elementary School","191470000000","No","MISSING",0,0,1,5,2,0,6,0,0,2,5,1,0,6,28,5,9,5,9,0,0,0,1,4,9,0,0,0,0,0,0,1,13,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00891","Horace Mann Elementary School","191470000000","No","MISSING",0,0,2,4,0,0,2,0,0,1,2,0,0,3,14,5,3,2,4,0,0,0,0,2,6,0,0,0,0,0,0,3,3,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00892","Iowa City High School","191470000000","No","MISSING",3,5,36,23,7,0,57,0,3,18,12,1,0,32,197,14,117,7,59,0,0,0,12,61,47,0,11,0,0,0,4,21,35,1,5
"IA","IOWA","1914700","Iowa City Comm School District","00893","Kirkwood Elementary School","191470000000","No","MISSING",0,2,7,0,1,0,4,0,0,3,0,1,0,3,21,0,14,0,7,0,0,0,0,3,11,0,0,0,0,0,0,2,5,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00894","Lincoln Elementary School","191470000000","No","MISSING",0,0,0,1,1,0,3,0,0,0,0,0,0,2,7,0,5,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00895","Longfellow Elementary School","191470000000","No","MISSING",0,0,4,1,1,0,10,0,1,1,0,0,0,6,24,0,16,0,8,0,0,0,1,2,13,0,0,0,0,0,0,2,6,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00896","Mark Twain Elementary","191470000000","No","MISSING",0,0,5,5,3,0,9,0,0,2,6,2,0,5,37,4,18,6,9,0,0,0,0,4,18,0,0,0,0,0,0,0,15,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00897","Northwest Junior High School","191470000000","No","MISSING",0,2,15,6,2,0,14,0,0,8,5,2,0,10,64,7,32,3,22,0,0,0,4,13,22,0,0,0,0,0,0,7,18,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00898","Penn Elementary School","191470000000","No","MISSING",0,0,7,4,2,0,27,0,0,3,2,0,0,9,54,3,37,0,14,0,0,0,0,11,29,0,0,0,0,0,1,4,9,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00899","Robert Lucas Elementary School","191470000000","No","MISSING",0,0,12,5,0,0,10,0,1,3,6,2,0,5,44,3,24,5,12,0,0,0,7,2,18,0,0,0,0,0,3,4,10,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00901","Southeast Junior High School","191470000000","No","MISSING",0,0,19,11,0,0,24,0,0,8,9,2,0,9,82,11,43,7,21,0,0,0,2,21,30,0,1,0,0,0,1,13,14,0,0
"IA","IOWA","1914700","Iowa City Comm School District","00902","West Senior High School","191470000000","No","MISSING",0,2,17,11,6,0,32,0,0,12,4,1,0,10,95,8,60,2,25,0,0,0,9,23,30,0,6,0,0,0,0,8,15,0,4
"IA","IOWA","1914700","Iowa City Comm School District","01030","Elizabeth Tate Alt. High School","191470000000","No","MISSING",0,0,6,1,1,0,6,0,0,1,0,1,0,2,18,0,14,0,4,0,0,0,0,0,11,1,2,0,0,0,0,0,4,0,0
"IA","IOWA","1914700","Iowa City Comm School District","01034","James Van Allen Elementary School","191470000000","No","MISSING",0,0,3,3,1,0,15,0,0,4,0,1,0,10,37,2,20,0,15,0,0,0,0,0,22,0,0,0,0,0,0,1,14,0,0
"IA","IOWA","1914700","Iowa City Comm School District","01392","North Central Junior High School","191470000000","No","MISSING",1,1,10,1,0,0,13,0,0,4,4,0,0,10,44,3,23,1,17,0,0,0,1,9,16,0,0,0,0,0,0,2,16,0,0
"IA","IOWA","1914700","Iowa City Comm School District","02133","Buford Garner Elementary","191470000000","No","MISSING",1,0,2,1,0,0,27,0,0,4,1,0,1,23,60,0,31,0,29,0,0,0,0,2,29,0,0,0,0,0,0,1,28,0,0
"IA","IOWA","1914700","Iowa City Comm School District","02168","Norman Borlaug Elementary School","191470000000","No","MISSING",0,2,6,0,2,0,8,0,3,4,0,0,0,5,30,2,16,3,9,0,0,0,4,0,14,0,0,0,0,0,3,1,8,0,0
"IA","IOWA","1914700","Iowa City Comm School District","02224","Alexander Elementary","191470000000","No","MISSING",0,1,24,6,1,1,2,0,0,8,6,0,0,4,53,7,28,4,14,0,0,0,5,13,17,0,0,0,0,0,3,5,10,0,0
"IA","IOWA","1914700","Iowa City Comm School District","02241","Liberty High School","191470000000","-8","MISSING",2,0,16,3,1,0,25,0,0,4,1,1,0,7,60,1,46,0,13,0,0,0,6,16,24,0,1,0,0,0,3,4,6,0,0
"IA","IOWA","1914730","Iowa Falls Comm School District","00904","Iowa Falls - Alden High School","191473000000","No","MISSING",0,0,0,3,1,0,14,0,0,1,2,0,0,23,44,2,16,0,26,0,0,0,0,5,13,0,0,0,0,0,1,4,21,0,0
"IA","IOWA","1914730","Iowa Falls Comm School District","00905","Riverbend Middle School","191473000000","No","MISSING",1,0,0,0,0,1,16,0,0,0,4,0,0,4,26,2,16,1,7,0,0,0,3,2,12,0,1,0,0,0,0,3,4,0,1
"IA","IOWA","1914730","Iowa Falls Comm School District","00907","Rock Run Elementary","191473000000","No","MISSING",0,0,0,2,2,0,31,0,0,1,2,2,0,11,51,1,34,2,14,0,0,0,0,7,28,0,0,0,0,0,0,1,15,0,0
"IA","IOWA","1914730","Iowa Falls Comm School District","00908","Pineview Elementary","191473000000","No","MISSING",0,0,0,1,0,0,8,0,0,0,1,0,0,0,10,1,8,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,1,0,0
"IA","IOWA","1914850","Iowa Valley Comm School District","00909","Iowa Valley Elementary School","191485000000","No","MISSING",0,0,0,0,0,0,18,0,0,0,1,0,0,8,27,0,18,1,8,0,0,0,0,3,15,0,0,0,0,0,0,1,8,0,0
"IA","IOWA","1914850","Iowa Valley Comm School District","00910","Iowa Valley Jr-Sr High School","191485000000","No","MISSING",0,0,0,2,0,0,22,0,0,0,1,0,0,5,30,0,24,0,6,0,0,0,1,6,17,0,0,0,0,0,0,2,4,0,0
