"LEA_STATE","LEA_STATE_NAME","NCESLEAID","LEA_NAME","SCHID","SCHOOL_NAME","NCESSCH","JJ","DISABILITY_CATEGORY","AM_M_7","AS_M_7","BL_M_7","HI_M_7","MU_M_7","PI_M_7","WH_M_7","AM_F_7","AS_F_7","BL_F_7","HI_F_7","MU_F_7","PI_F_7","WH_F_7","TOTAL_STUDENTS_REPORTED","LEP_M","NLEP_M","LEP_F","NLEP_F","CF_M","HH_M","PPPS_M","RC39_M","RC79TO40_M","RC80_M","RF_M","SS_M","CF_F","HH_F","PPPS_F","RC39_F","RC79TO40_F","RC80_F","RF_F","SS_F"
"IN","INDIANA","1812390","Warrick County School Corp","01982","Loge Elementary School","181239000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","01992","Jefferson Elementary School","181242000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","01994","Lincoln Elementary School","181242000000","No","VI",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","01999","Warsaw Community High School","181242000000","No","VI",0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","02000","Edgewood Middle School","181242000000","No","VI",0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","02001","Washington Elementary School","181242000000","No","VI",0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","02364","Lakeview Middle School","181242000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","02371","Eisenhower Elementary School","181242000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812420","Warsaw Community Schools","02468","Claypool Elementary School","181242000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812450","Washington Community Schools","02003","Lena Dunn Elementary School","181245000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812450","Washington Community Schools","02006","Washington High School","181245000000","No","VI",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812450","Washington Community Schools","02007","Washington Junior High School","181245000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"IN","INDIANA","1812720","M S D Washington Township","02021","North Central High School","181272000000","No","VI",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812720","M S D Washington Township","02376","Fox Hill Elementary School","181272000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IN","INDIANA","1812810","M S D Wayne Township","02028","Ben Davis High School","181281000000","No","VI",0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"IN","INDIANA","1812810","M S D Wayne Township","02032","Chapel Hill 7th & 8th Grade Center","181281000000","No","VI",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
