OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,GEOID20,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,NAME,P1_001N,P1_002N,P1_003N,P1_004N,P1_005N,P1_006N,P1_007N,P1_008N,P1_009N,P1_010N,P1_011N,P1_012N,P1_013N,P1_014N,P1_015N,P1_016N,P1_017N,P1_018N,P1_019N,P1_020N,P1_021N,P1_022N,P1_023N,P1_024N,P1_025N,P1_026N,P1_027N,P1_028N,P1_029N,P1_030N,P1_031N,P1_032N,P1_033N,P1_034N,P1_035N,P1_036N,P1_037N,P1_038N,P1_039N,P1_040N,P1_041N,P1_042N,P1_043N,P1_044N,P1_045N,P1_046N,P1_047N,P1_048N,P1_049N,P1_050N,P1_051N,P1_052N,P1_053N,P1_054N,P1_055N,P1_056N,P1_057N,P1_058N,P1_059N,P1_060N,P1_061N,P1_062N,P1_063N,P1_064N,P1_065N,P1_066N,P1_067N,P1_068N,P1_069N,P1_070N,P1_071N,ShapeSTArea,ShapeSTLength
172,48,029,161600,48029161600,1616,Census Tract,G5020,S,6340742,7099,+29.3991515,-098.5974264,"Census Tract 1616, Bexar County, Texas",4809,3214,1669,188,70,42,15,1230,1595,1560,11,31,13,3,1481,0,3,0,6,0,0,11,0,1,0,34,2,3,0,6,0,2,11,0,8,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68308647.6972656,86719.1383617561
173,48,029,161801,48029161801,1618.01,Census Tract,G5020,S,2208973,7983,+29.3842018,-098.6478496,"Census Tract 1618.01, Bexar County, Texas",3895,2654,1570,230,34,48,8,764,1241,1195,26,51,16,1,1060,3,8,0,17,0,0,8,0,5,0,37,2,0,0,16,0,1,9,2,5,0,1,0,0,0,1,0,0,0,0,0,8,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23856501.2988281,25112.9373083544
174,48,029,161802,48029161802,1618.02,Census Tract,G5020,S,21565800,251993,+29.3349742,-098.6579585,"Census Tract 1618.02, Bexar County, Texas",9710,6851,3719,700,148,197,23,2064,2859,2777,102,61,62,1,2434,24,21,0,28,0,1,30,8,2,3,68,2,10,0,13,6,0,18,12,4,0,0,0,0,1,1,0,0,1,0,0,14,3,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234779582.525391,97931.9723299418
175,48,029,161901,48029161901,1619.01,Census Tract,G5020,S,20171886,475879,+29.3080730,-098.6904808,"Census Tract 1619.01, Bexar County, Texas",1247,865,544,11,21,5,0,284,382,375,2,4,0,0,363,2,1,1,1,0,0,0,0,1,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222189071.478516,69207.0138557137
176,48,029,161902,48029161902,1619.02,Census Tract,G5020,S,123287590,1884202,+29.3182348,-098.7631029,"Census Tract 1619.02, Bexar County, Texas",15735,11920,6667,1122,207,205,26,3693,3815,3665,114,108,65,2,3278,5,15,1,33,1,0,30,2,8,3,138,9,11,1,22,9,0,73,3,8,1,0,0,0,0,0,0,0,1,0,0,11,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1346964702.46289,160139.034969559
177,48,029,162001,48029162001,1620.01,Census Tract,G5020,S,46389993,503742,+29.2598094,-098.6300606,"Census Tract 1620.01, Bexar County, Texas",2529,1767,1225,19,41,7,0,475,762,751,7,21,3,0,701,0,0,0,11,0,0,7,0,1,0,11,1,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504620860.945312,124466.968514444
178,48,029,162003,48029162003,1620.03,Census Tract,G5020,S,45319240,109526,+29.2067245,-098.6312964,"Census Tract 1620.03, Bexar County, Texas",5991,4248,2823,51,67,27,0,1280,1743,1705,7,56,12,0,1600,2,0,0,4,2,0,17,2,2,1,27,0,2,2,2,2,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488857783.148438,124804.103532726
179,48,029,162004,48029162004,1620.04,Census Tract,G5020,S,54470110,597647,+29.2515215,-098.6999037,"Census Tract 1620.04, Bexar County, Texas",4477,3011,1643,40,69,8,0,1251,1466,1447,8,18,6,0,1385,4,4,1,9,0,0,10,1,0,1,18,0,0,0,6,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592580981.544922,108277.479670985
180,48,029,170101,48029170101,1701.01,Census Tract,G5020,S,1150840,45850,+29.4396522,-098.5198167,"Census Tract 1701.01, Bexar County, Texas",3426,2388,1283,74,66,0,1,964,1038,1014,0,9,2,0,989,1,0,0,0,0,0,7,0,3,3,23,4,3,0,5,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12877526.9960938,14521.8075851276
181,48,029,170102,48029170102,1701.02,Census Tract,G5020,S,1157141,65856,+29.4325252,-098.5195280,"Census Tract 1701.02, Bexar County, Texas",3316,2012,955,43,51,1,4,958,1304,1293,0,10,5,0,1250,0,0,0,6,0,0,21,0,1,0,9,3,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13160644.8574219,14806.8931057253
182,48,029,170200,48029170200,1702,Census Tract,G5020,S,1730790,0,+29.4216623,-098.5208934,"Census Tract 1702, Bexar County, Texas",4757,2921,1563,79,98,16,2,1163,1836,1804,10,17,3,4,1757,1,0,0,4,0,0,7,1,0,0,29,0,0,1,5,4,0,17,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18624911.546875,17668.1054671191
183,48,029,170300,48029170300,1703,Census Tract,G5020,S,1860336,166812,+29.4218034,-098.5349833,"Census Tract 1703, Bexar County, Texas",5546,3633,1987,86,78,27,5,1450,1913,1877,10,19,5,3,1813,4,0,0,11,0,0,10,0,2,0,26,2,3,0,3,2,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21814008.7714844,20987.3511435273
184,48,029,170401,48029170401,1704.01,Census Tract,G5020,S,1347181,0,+29.4409473,-098.5316391,"Census Tract 1704.01, Bexar County, Texas",4324,3029,1517,269,70,40,2,1131,1295,1281,8,15,3,0,1232,2,0,0,0,0,0,14,1,6,0,12,0,3,0,1,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14497008.4394531,19913.7330132445
185,48,029,170402,48029170402,1704.02,Census Tract,G5020,S,1552460,0,+29.4342883,-098.5355357,"Census Tract 1704.02, Bexar County, Texas",4639,3175,1600,82,61,6,5,1421,1464,1442,13,16,2,0,1381,0,0,2,8,2,0,16,0,2,0,20,4,0,0,3,1,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16705934.1796875,18419.5730375153
186,48,029,170500,48029170500,1705,Census Tract,G5020,S,2076269,216198,+29.4492455,-098.5273406,"Census Tract 1705, Bexar County, Texas",4099,2932,1771,66,42,42,0,1011,1167,1135,10,18,5,3,1074,5,0,0,1,0,0,11,5,3,0,30,1,3,0,0,6,0,14,0,5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24669129.2246094,22066.1927828607
187,48,029,170600,48029170600,1706,Census Tract,G5020,S,1942373,0,+29.4519549,-098.5500507,"Census Tract 1706, Bexar County, Texas",4189,2814,1690,60,69,23,1,971,1375,1356,7,14,9,0,1300,0,2,0,5,0,0,16,0,2,1,17,2,0,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20901803.9296875,19563.9798992417
188,48,029,170700,48029170700,1707,Census Tract,G5020,S,1861300,0,+29.4432734,-098.5507620,"Census Tract 1707, Bexar County, Texas",4460,2901,1600,41,104,12,2,1142,1559,1540,4,15,6,1,1489,1,0,0,13,2,0,5,0,3,1,15,0,1,0,0,0,0,11,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20029325.8105469,19160.2147618406
189,48,029,170800,48029170800,1708,Census Tract,G5020,S,969854,56124,+29.4351384,-098.5479565,"Census Tract 1708, Bexar County, Texas",1521,1100,600,15,24,10,0,451,421,415,1,6,0,0,400,0,4,0,2,0,0,2,0,0,0,6,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11040518.5644531,13387.0138187486
190,48,029,170900,48029170900,1709,Census Tract,G5020,S,1844410,13947,+29.4228064,-098.5483304,"Census Tract 1709, Bexar County, Texas",4249,2880,1790,101,50,3,2,934,1369,1351,28,16,5,0,1260,2,3,0,9,0,0,26,2,0,0,16,0,0,0,0,0,0,12,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19997677.4785156,19168.3519125625
191,48,029,171000,48029171000,1710,Census Tract,G5020,S,1539348,0,+29.4231609,-098.5596061,"Census Tract 1710, Bexar County, Texas",4890,3487,2070,47,56,7,8,1299,1403,1386,3,7,0,0,1356,0,2,0,4,0,0,13,0,0,1,16,3,1,0,3,0,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16564879.6738281,17673.3809865501
192,48,029,171100,48029171100,1711,Census Tract,G5020,S,1847465,0,+29.4224602,-098.5686161,"Census Tract 1711, Bexar County, Texas",3438,2436,1420,30,36,16,0,934,1002,993,3,3,2,0,959,1,4,0,5,1,0,10,0,0,5,8,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19880445.453125,19882.1123243267
193,48,029,171200,48029171200,1712,Census Tract,G5020,S,2342831,0,+29.4364001,-098.5656413,"Census Tract 1712, Bexar County, Texas",3949,2694,1425,51,63,3,1,1151,1255,1233,2,6,2,1,1208,0,4,0,1,0,0,7,2,0,0,21,0,0,0,5,0,0,6,0,1,3,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25211151.5625,23406.9206554186
194,48,029,171301,48029171301,1713.01,Census Tract,G5020,S,1126423,0,+29.4454139,-098.5673926,"Census Tract 1713.01, Bexar County, Texas",2659,1771,968,19,47,2,8,727,888,873,3,7,0,0,853,2,0,0,7,0,0,1,0,0,0,15,0,2,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12121440.2167969,14993.1425474613
195,48,029,171302,48029171302,1713.02,Census Tract,G5020,S,1873871,0,+29.4537275,-098.5705465,"Census Tract 1713.02, Bexar County, Texas",3841,2507,1300,60,81,17,1,1048,1334,1292,11,12,8,4,1243,0,2,0,2,0,0,9,0,1,0,41,0,0,0,9,1,0,24,0,4,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20164615.7949219,19445.5584239995
196,48,029,171401,48029171401,1714.01,Census Tract,G5020,S,1944787,13846,+29.4413040,-098.5939349,"Census Tract 1714.01, Bexar County, Texas",4319,3228,1838,164,37,48,9,1132,1091,1058,14,25,3,7,973,5,1,0,14,0,0,12,1,3,0,18,2,2,0,6,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21076805.7402344,20537.3088327914
197,48,029,171402,48029171402,1714.02,Census Tract,G5020,S,2117178,9546,+29.4430000,-098.5819942,"Census Tract 1714.02, Bexar County, Texas",5556,3540,1850,77,89,20,3,1501,2016,1988,7,24,4,0,1914,0,2,0,8,0,0,24,0,1,4,21,1,0,0,1,0,0,16,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,22885539.1542969,23474.2468476185
198,48,029,171501,48029171501,1715.01,Census Tract,G5020,S,1574236,0,+29.4156577,-098.5812898,"Census Tract 1715.01, Bexar County, Texas",2563,1694,860,90,32,1,5,706,869,859,4,4,1,0,830,2,1,0,5,0,0,9,2,1,0,8,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16940276.5917969,16708.2333516517
199,48,029,171502,48029171502,1715.02,Census Tract,G5020,S,2013318,0,+29.4271258,-098.5800478,"Census Tract 1715.02, Bexar County, Texas",4914,3282,1612,333,71,46,1,1219,1632,1605,15,12,6,0,1548,0,0,0,6,0,0,15,0,1,2,24,2,0,0,7,0,0,8,0,2,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,21665197.8632812,18668.5542977871
200,48,029,171601,48029171601,1716.01,Census Tract,G5020,S,3062640,55281,+29.4183531,-098.6198536,"Census Tract 1716.01, Bexar County, Texas",4284,3073,1544,179,72,29,3,1246,1211,1194,22,13,9,0,1105,2,1,0,20,0,1,14,1,5,1,16,2,0,0,0,1,0,5,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,33551792.5976562,36109.7344885568
201,48,029,171602,48029171602,1716.02,Census Tract,G5020,S,8127748,31507,+29.4229398,-098.6080692,"Census Tract 1716.02, Bexar County, Texas",4456,3090,1568,337,103,211,4,867,1366,1339,20,24,3,6,1252,0,1,0,1,0,0,25,0,6,1,23,5,0,2,2,0,0,6,2,2,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87801321.7128906,46825.5842268834
202,48,029,171700,48029171700,1717,Census Tract,G5020,S,10635977,31619,+29.4356221,-098.6260048,"Census Tract 1717, Bexar County, Texas",8091,5802,3200,622,135,113,11,1721,2289,2218,41,46,22,2,2015,4,13,0,17,5,1,40,4,6,2,62,2,0,0,20,4,0,15,9,5,4,0,0,0,0,3,0,0,0,0,0,9,3,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114793534.990234,52396.9560570892
203,48,029,171801,48029171801,1718.01,Census Tract,G5020,S,2220714,0,+29.4131166,-098.6393742,"Census Tract 1718.01, Bexar County, Texas",5301,3834,2310,193,81,46,7,1197,1467,1419,4,23,20,0,1323,5,0,0,11,0,0,16,4,12,1,42,3,3,0,8,0,2,20,0,3,2,0,0,0,0,0,0,1,0,0,0,5,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23896968.8144531,25135.5527350181
204,48,029,171802,48029171802,1718.02,Census Tract,G5020,S,2524781,5830,+29.4055402,-098.6352927,"Census Tract 1718.02, Bexar County, Texas",6092,4394,2312,288,103,58,11,1622,1698,1649,21,32,23,2,1524,3,4,0,17,0,4,9,0,5,5,37,5,3,0,8,1,0,15,1,1,0,0,1,0,1,0,0,0,0,0,1,12,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27231796.9570312,26801.7272225617
205,48,029,171903,48029171903,1719.03,Census Tract,G5020,S,3230423,1510,+29.4069074,-098.6551074,"Census Tract 1719.03, Bexar County, Texas",6750,4985,2726,468,99,89,22,1581,1765,1740,28,39,21,2,1599,3,6,0,21,0,0,14,6,1,0,23,4,1,0,6,0,0,7,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34778628.5449219,24475.2066346626
206,48,029,171912,48029171912,1719.12,Census Tract,G5020,S,8387987,562,+29.4793032,-098.6874058,"Census Tract 1719.12, Bexar County, Texas",6855,4786,2722,568,71,262,6,1157,2069,2001,35,60,86,2,1759,8,3,0,14,5,0,19,2,8,0,68,9,1,0,16,0,2,19,8,10,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90269161.9121094,41130.6044509893
207,48,029,171913,48029171913,1719.13,Census Tract,G5020,S,1643005,0,+29.4237379,-098.6717674,"Census Tract 1719.13, Bexar County, Texas",5184,3674,1954,363,91,128,26,1112,1510,1470,33,25,32,5,1306,10,6,0,18,0,0,22,0,13,0,34,2,3,0,7,0,1,13,2,4,0,1,0,0,0,0,1,0,0,0,0,6,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17680315.1289062,19461.5339706082
208,48,029,171914,48029171914,1719.14,Census Tract,G5020,S,2050004,4915,+29.4339755,-098.6811542,"Census Tract 1719.14, Bexar County, Texas",5236,3549,1962,365,51,143,14,1014,1687,1647,55,44,38,8,1449,5,13,0,14,0,0,16,1,4,0,40,3,0,0,3,0,0,15,0,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22112889.984375,22422.9907866062
209,48,029,171915,48029171915,1719.15,Census Tract,G5020,S,1027172,17172,+29.4233968,-098.6839565,"Census Tract 1719.15, Bexar County, Texas",2095,1407,747,150,30,45,4,431,688,659,9,25,19,0,594,0,1,0,6,0,0,4,0,1,0,25,1,4,0,6,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11238130.3125,13483.387740158
210,48,029,171916,48029171916,1719.16,Census Tract,G5020,S,5575701,9579,+29.4227910,-098.6998498,"Census Tract 1719.16, Bexar County, Texas",10592,7408,4271,936,116,332,30,1723,3184,3009,88,89,102,16,2576,24,27,3,39,0,0,22,15,8,0,148,24,5,0,35,7,0,41,8,26,2,0,0,0,0,0,0,0,0,0,0,25,5,0,13,0,3,0,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0,0,60102931.1914062,34763.9559091791
211,48,029,171917,48029171917,1719.17,Census Tract,G5020,S,3122652,0,+29.4418568,-098.6996727,"Census Tract 1719.17, Bexar County, Texas",8501,5900,3602,652,102,201,15,1328,2601,2507,58,75,110,7,2148,4,25,0,33,9,0,25,4,8,1,85,5,8,0,23,1,0,22,2,23,0,0,0,0,1,0,0,0,0,0,0,8,0,0,5,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33602725.8554688,24600.2195455019
212,48,029,171918,48029171918,1719.18,Census Tract,G5020,S,8378558,42012,+29.4556660,-098.7004780,"Census Tract 1719.18, Bexar County, Texas",7898,5755,3306,887,78,311,46,1127,2143,2058,112,92,99,16,1639,6,17,1,32,0,0,13,19,11,1,72,12,1,0,22,3,4,21,5,0,0,0,0,1,0,0,0,0,3,0,0,12,1,0,0,0,5,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,90613553.7519531,54657.5767884423
213,48,029,171919,48029171919,1719.19,Census Tract,G5020,S,2071053,1377,+29.3915743,-098.6850980,"Census Tract 1719.19, Bexar County, Texas",6377,4338,2368,596,93,91,25,1165,2039,1930,64,39,32,3,1738,5,12,2,24,0,0,8,2,1,0,100,15,3,2,24,3,0,42,1,2,2,0,0,5,0,1,0,0,0,0,0,7,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,22301315.3085938,23891.0055640085
214,48,029,171920,48029171920,1719.20,Census Tract,G5020,S,5770692,30814,+29.4036291,-098.6745032,"Census Tract 1719.20, Bexar County, Texas",9214,6321,3486,700,122,173,9,1831,2893,2785,87,53,52,6,2498,7,12,0,35,0,0,12,9,12,2,94,8,10,0,11,2,0,36,2,14,0,2,0,1,0,6,0,0,0,0,2,14,4,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62429654.6933594,39275.6014635684
215,48,029,171921,48029171921,1719.21,Census Tract,G5020,S,2276867,2066,+29.3954778,-098.7000893,"Census Tract 1719.21, Bexar County, Texas",5691,3725,1983,292,91,91,7,1261,1966,1906,17,38,33,6,1745,2,3,0,22,2,1,24,1,11,1,48,8,2,1,17,1,0,13,1,5,0,0,0,0,0,0,0,0,0,0,0,10,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,24523451.421875,23230.5340093533
216,48,029,171922,48029171922,1719.22,Census Tract,G5020,S,2871338,13723,+29.4137587,-098.6909380,"Census Tract 1719.22, Bexar County, Texas",5814,4159,2051,647,68,156,25,1212,1655,1586,67,40,38,1,1354,6,12,12,25,0,0,11,7,13,0,62,8,3,0,12,2,0,27,0,6,0,0,0,0,3,1,0,0,0,0,0,7,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31045996.2578125,22231.5188271614
217,48,029,171923,48029171923,1719.23,Census Tract,G5020,S,3690255,0,+29.4550334,-098.6510108,"Census Tract 1719.23, Bexar County, Texas",9414,6453,3526,1061,111,365,24,1366,2961,2865,90,77,90,6,2474,22,17,3,56,0,0,11,2,15,2,89,6,4,0,22,1,0,38,4,13,0,0,0,1,0,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,39710742.1210938,26066.2922994609
218,48,029,171924,48029171924,1719.24,Census Tract,G5020,S,4694228,24970,+29.4616828,-098.6767274,"Census Tract 1719.24, Bexar County, Texas",7460,5559,3179,975,70,433,28,874,1901,1819,60,53,86,1,1514,12,14,0,44,5,0,13,8,9,0,77,7,2,1,18,4,0,26,11,7,0,0,0,0,0,1,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50783161.7167969,31843.2073984564
219,48,029,171926,48029171926,1719.26,Census Tract,G5020,S,3301430,1475,+29.4445229,-098.6447992,"Census Tract 1719.26, Bexar County, Texas",3243,2560,1422,434,37,174,10,483,683,659,30,15,47,4,521,2,0,2,11,0,2,11,9,1,4,23,0,4,0,2,0,1,10,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35542434.2480469,27121.5302702513
220,48,029,171927,48029171927,1719.27,Census Tract,G5020,S,4232714,56753,+29.4293946,-098.6604246,"Census Tract 1719.27, Bexar County, Texas",12053,8731,4534,1576,145,460,34,1982,3322,3196,141,108,67,9,2702,19,30,5,39,3,0,31,29,12,1,117,8,1,0,22,2,0,45,11,24,0,0,0,2,0,0,0,0,2,0,0,8,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46158744.9511719,28354.1880535444
221,48,029,171928,48029171928,1719.28,Census Tract,G5020,S,3269648,6856,+29.4714741,-098.6650822,"Census Tract 1719.28, Bexar County, Texas",5480,3600,2213,425,23,218,18,703,1880,1805,54,66,55,1,1579,13,13,0,9,3,0,12,0,0,0,69,14,3,0,7,0,0,39,2,3,0,0,0,0,0,0,1,0,0,0,0,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35258429.1796875,35369.3181435061
222,48,029,171929,48029171929,1719.29,Census Tract,G5020,S,1233520,2252,+29.4648293,-098.6552680,"Census Tract 1719.29, Bexar County, Texas",3785,2637,1529,312,58,122,4,612,1148,1114,23,18,12,0,1005,8,3,0,24,0,0,18,2,1,0,33,2,1,0,5,0,0,12,8,4,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13298121.4921875,17385.4128231828
223,48,029,172002,48029172002,1720.02,Census Tract,G5020,S,55731939,120039,+29.4041314,-098.7598942,"Census Tract 1720.02, Bexar County, Texas",30199,22273,13383,3586,395,1003,108,3798,7926,7547,466,282,346,41,5956,70,83,11,161,8,2,52,31,35,3,335,57,59,3,55,12,1,58,22,35,11,2,0,6,10,0,0,3,0,0,1,43,3,0,24,3,5,0,3,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,601019756.613281,109288.445963311
224,48,029,172003,48029172003,1720.03,Census Tract,G5020,S,3417168,0,+29.4386563,-098.7237165,"Census Tract 1720.03, Bexar County, Texas",6416,4626,3023,641,68,188,19,687,1790,1703,78,72,83,4,1389,10,13,1,34,4,0,4,4,7,0,81,2,14,0,14,2,0,33,1,13,0,0,0,0,1,0,0,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,36771970.0957031,26710.7596539692
225,48,029,172004,48029172004,1720.04,Census Tract,G5020,S,23479143,48265,+29.4937936,-098.7632605,"Census Tract 1720.04, Bexar County, Texas",10601,8069,5429,1024,103,577,23,913,2532,2395,158,97,130,7,1895,2,36,2,31,4,0,5,12,10,6,112,9,19,0,11,4,3,42,8,14,0,0,0,0,0,2,0,0,0,0,0,22,0,0,18,0,0,0,2,0,0,2,0,0,0,0,0,3,2,1,0,0,0,0,0,0,253178465.21875,71919.6528543751
226,48,029,172005,48029172005,1720.05,Census Tract,G5020,S,5859062,369,+29.4950924,-098.7264909,"Census Tract 1720.05, Bexar County, Texas",12319,9092,5580,1504,60,762,22,1164,3227,3042,142,118,167,13,2445,9,41,4,71,4,0,4,8,12,4,163,22,13,6,33,20,0,57,5,7,0,0,0,0,0,0,0,0,0,0,0,19,6,0,9,4,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,63053447.1113281,34752.8469571603
227,48,029,172006,48029172006,1720.06,Census Tract,G5020,S,36858609,10262,+29.4598135,-098.7848288,"Census Tract 1720.06, Bexar County, Texas",15271,11245,7082,1649,184,470,29,1831,4026,3810,233,216,253,15,2893,16,56,0,76,1,0,31,9,11,0,204,27,19,3,51,6,0,43,27,21,2,0,0,4,0,0,1,0,0,0,0,11,1,0,6,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,396745145.839844,101649.808797146
