"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"NY","NEW YORK","3615300","INDIAN RIVER CENTRAL SCHOOL DISTRICT","32735-B COUNTY RT 29","PHILADELPHIA","13673","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615330","INLET COMMON SCHOOL DISTRICT","PO BOX 207","INLET","13360","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615360","IROQUOIS CENTRAL SCHOOL DISTRICT","PO BOX 32","ELMA","14059","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615390","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT","321 LIST AVE","ROCHESTER","14617","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615450","IRVINGTON UNION FREE SCHOOL DISTRICT","40 N BROADWAY","IRVINGTON","10533","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615480","ISLAND PARK UNION FREE SCHOOL DISTRICT","150 TRAFALGAR BLVD","ISLAND PARK","11558","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615510","ISLAND TREES UNION FREE SCHOOL DISTRICT","74 FARMEDGE RD","LEVITTOWN","11756","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615540","ISLIP UNION FREE SCHOOL DISTRICT","215 MAIN ST","ISLIP","11751","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615570","ITHACA CITY SCHOOL DISTRICT","PO BOX 549","ITHACA","14851","No","Yes",0,2,0,0,0,0,0,0,1,1,5,4,0,1,6,8,0,1,2,3
"NY","NEW YORK","3615630","JAMESTOWN CITY SCHOOL DISTRICT","197 MARTIN RD","JAMESTOWN","14701","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615720","JEFFERSON CENTRAL SCHOOL DISTRICT","1332 ST RT 10","JEFFERSON","12093","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615780","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT","290 NORWOOD AVE","PORT JEFFERSON STATION","11776","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615810","JERICHO UNION FREE SCHOOL DISTRICT","99 CEDAR SWAMP RD","JERICHO","11753","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615870","JOHNSBURG CENTRAL SCHOOL DISTRICT","165 Main Street","NORTH CREEK","12853","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615900","JOHNSON CITY CENTRAL SCHOOL DISTRICT","666 REYNOLDS RD","JOHNSON CITY","13790","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615980","JOHNSTOWN CITY SCHOOL DISTRICT","1 SIR BILLS CIRCLE-STE 101","JOHNSTOWN","12095","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615990","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT","PO BOX 902","JORDAN","13080","No","Yes",0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0
"NY","NEW YORK","3616080","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT","PO BOX 387","KATONAH","10536","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616140","KEENE CENTRAL SCHOOL DISTRICT","PO BOX 67","KEENE VALLEY","12943","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616170","AUSABLE VALLEY CENTRAL SCHOOL DISTRICT","1273 RT 9N","CLINTONVILLE","12924","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616200","KENDALL CENTRAL SCHOOL DISTRICT","1932 KENDALL RD","KENDALL","14476","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"NY","NEW YORK","3616230","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","1500 COLVIN BLVD","BUFFALO","14223","No","Yes",1,0,0,0,1,0,0,0,10,3,14,14,4,2,30,19,0,0,7,0
"NY","NEW YORK","3616260","KINGS PARK CENTRAL SCHOOL DISTRICT","180 LAWRENCE RD-RM 208","KINGS PARK","11754","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616290","KINGSTON CITY SCHOOL DISTRICT","61 CROWN ST","KINGSTON","12401","Yes","Yes",3,1,0,0,0,0,0,0,30,2,16,5,1,0,50,8,0,0,2,4
"NY","NEW YORK","3616380","LA FARGEVILLE CENTRAL SCHOOL DISTRICT","PO BOX 138","LA FARGEVILLE","13656","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616410","LAFAYETTE CENTRAL SCHOOL DISTRICT","5957 ROUTE 20W","LAFAYETTE","13084","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616440","LACKAWANNA CITY SCHOOL DISTRICT","245 S SHORE BLVD","LACKAWANNA","14218","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616470","LAKE GEORGE CENTRAL SCHOOL DISTRICT","381 CANADA ST","LAKE GEORGE","12845","Yes","Yes",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
"NY","NEW YORK","3616500","LAKE PLACID CENTRAL SCHOOL DISTRICT","50 CUMMINGS RD","LAKE PLACID","12946","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616530","LAKE PLEASANT CENTRAL SCHOOL DISTRICT","PO BOX 140","SPECULATOR","12164","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616560","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","959 BEACH RD","ANGOLA","14006","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616620","LAKELAND CENTRAL SCHOOL DISTRICT","1086 MAIN ST","SHRUB OAK","10588","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616680","LANCASTER CENTRAL SCHOOL DISTRICT","177 CENTRAL AVE","LANCASTER","14086","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616710","LANSING CENTRAL SCHOOL DISTRICT","284 RIDGE RD","LANSING","14882","Yes","Yes",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
"NY","NEW YORK","3616740","LANSINGBURGH CENTRAL SCHOOL DISTRICT","576 5TH AVE","TROY","12182","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616800","LAURENS CENTRAL SCHOOL DISTRICT","PO BOX 301","LAURENS","13796","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616830","LAWRENCE UNION FREE SCHOOL DISTRICT","PO BOX 477","LAWRENCE","11559","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616950","LE ROY CENTRAL SCHOOL DISTRICT","2-6 TRIGON PARK","LE ROY","14482","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616960","NORTH WARREN CENTRAL SCHOOL DISTRICT","6110 STATE RT 8","CHESTERTOWN","12817","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3616980","NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT","6188 West Port Bay Road","WOLCOTT","14590","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617130","LETCHWORTH CENTRAL SCHOOL DISTRICT","5550 SCHOOL RD","GAINESVILLE","14066","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617160","LEVITTOWN UNION FREE SCHOOL DISTRICT","150 ABBEY LN","LEVITTOWN","11756","Yes","Yes",6,4,0,0,2,0,0,0,1,0,10,7,0,0,19,11,0,0,0,1
"NY","NEW YORK","3617190","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","4061 CREEK RD","YOUNGSTOWN","14174","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617220","LIBERTY CENTRAL SCHOOL DISTRICT","115 BUCKLEY ST","LIBERTY","12754","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617380","LINDENHURST UNION FREE SCHOOL DISTRICT","350 Daniel Street","LINDENHURST","11757","No","Yes",1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0
"NY","NEW YORK","3617400","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","2460 N WADING RIVER RD","WADING RIVER","11792","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617430","LISBON CENTRAL SCHOOL DISTRICT","6866 County Route 10","LISBON","13658","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617460","LITTLE FALLS CITY SCHOOL DISTRICT","15 PETRIE ST","LITTLE FALLS","13365","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617520","LIVERPOOL CENTRAL SCHOOL DISTRICT","195 BLACKBERRY RD","LIVERPOOL","13090","No","Yes",0,0,0,0,0,0,0,0,1,1,9,4,0,0,10,5,0,0,3,1
"NY","NEW YORK","3617580","LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT","PO BOX 947","LIVINGSTON MANOR","12758","No","Yes",2,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,0,0,0,0
"NY","NEW YORK","3617640","LIVONIA CENTRAL SCHOOL DISTRICT","40 SPRING ST","LIVONIA","14487","No","Yes",0,0,0,0,0,0,0,0,1,0,2,2,0,0,3,2,0,0,0,0
"NY","NEW YORK","3617670","LOCKPORT CITY SCHOOL DISTRICT","130 BEATTIE AVE","LOCKPORT","14094","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617700","LOCUST VALLEY CENTRAL SCHOOL DISTRICT","99 HORSE HOLLOW RD","LOCUST VALLEY","11560","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617730","LONG BEACH CITY SCHOOL DISTRICT","235 LIDO BLVD","LONG BEACH","11561","No","Yes",2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,0,0,0
"NY","NEW YORK","3617760","LONG LAKE CENTRAL SCHOOL DISTRICT","20 SCHOOL LN-PO BOX 217","LONG LAKE","12847","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617820","LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT","7668 N STATE ST","LOWVILLE","13367","Yes","Yes",0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0
"NY","NEW YORK","3617880","LYME CENTRAL SCHOOL DISTRICT","PO BOX 219","CHAUMONT","13622","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617910","LYNBROOK UNION FREE SCHOOL DISTRICT","111 ATLANTIC AVE","LYNBROOK","11563","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617940","LYNCOURT UNION FREE SCHOOL DISTRICT","2707-2709 COURT ST","SYRACUSE","13208","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3617970","LYNDONVILLE CENTRAL SCHOOL DISTRICT","PO BOX 540","LYNDONVILLE","14098","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618030","LYONS CENTRAL SCHOOL DISTRICT","10 CLYDE RD","LYONS","14489","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618080","MADISON CENTRAL SCHOOL DISTRICT","7303 RT 20","MADISON","13402","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1
"NY","NEW YORK","3618090","MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT","PO BOX 67","MADRID","13660","No","Yes",0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,2,0
"NY","NEW YORK","3618120","MAHOPAC CENTRAL SCHOOL DISTRICT","179 E LAKE BLVD","MAHOPAC","10541","No","Yes",2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"NY","NEW YORK","3618150","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","712 FARM-TO-MARKET RD","ENDWELL","13760","No","Yes",0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,0,0,1,0
"NY","NEW YORK","3618180","MALONE CENTRAL SCHOOL DISTRICT","PO BOX 847","MALONE","12953","Yes","Yes",0,0,2,3,0,0,0,0,0,0,8,2,0,0,10,5,0,0,1,2
"NY","NEW YORK","3618210","MALVERNE UNION FREE SCHOOL DISTRICT","301 WICKS LN","MALVERNE","11565","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618240","MAMARONECK UNION FREE SCHOOL DISTRICT","1000 W BOSTON POST RD","MAMARONECK","10543","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618270","MANHASSET UNION FREE SCHOOL DISTRICT","200 MEMORIAL PL","MANHASSET","11030","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618330","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","8199 E SENECA TPKE","MANLIUS","13104","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618450","MARATHON CENTRAL SCHOOL DISTRICT","PO BOX 339","MARATHON","13803","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"NY","NEW YORK","3618480","MARCELLUS CENTRAL SCHOOL DISTRICT","2 REED PKWY","MARCELLUS","13108","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618510","MARGARETVILLE CENTRAL SCHOOL DISTRICT","PO BOX 319","MARGARETVILLE","12455","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618540","MARION CENTRAL SCHOOL DISTRICT","PO BOX 999","MARION","14505","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618570","MARLBORO CENTRAL SCHOOL DISTRICT","21 MILTON TPKE-STE 100","MILTON","12547","No","Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"NY","NEW YORK","3618600","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","1050 MARYVALE DR","CHEEKTOWAGA","14225","No","Yes",0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,4,0,0,0,1
"NY","NEW YORK","3618630","MASSAPEQUA UNION FREE SCHOOL DISTRICT","4925 MERRICK RD","MASSAPEQUA","11758","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618660","MASSENA CENTRAL SCHOOL DISTRICT","84 NIGHTENGALE AVE","MASSENA","13662","No","Yes",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1
"NY","NEW YORK","3618690","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT","240 MASTIC BEACH RD","MASTIC BEACH","11951","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618750","MAYFIELD CENTRAL SCHOOL DISTRICT","27 SCHOOL ST","MAYFIELD","12117","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618840","MCGRAW CENTRAL SCHOOL DISTRICT","10 West Academy St.","MCGRAW","13101","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618900","MECHANICVILLE CITY SCHOOL DISTRICT","25 KNISKERN AVE","MECHANICVILLE","12118","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618960","MEDINA CENTRAL SCHOOL DISTRICT","1 MUSTANG DR","MEDINA","14103","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3618990","MENANDS UNION FREE SCHOOL DISTRICT","19 WARDS LN","MENANDS","12204","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619020","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","1260 MEADOWBROOK RD","NORTH MERRICK","11566","No","Yes",0,0,0,0,0,0,0,0,0,0,4,2,0,0,4,2,0,0,2,2
"NY","NEW YORK","3619110","MERRICK UNION FREE SCHOOL DISTRICT","21 BABYLON RD","MERRICK","11566","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619170","MEXICO CENTRAL SCHOOL DISTRICT","16 FRAVOR RD-STE A","MEXICO","13114","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619200","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT","8 43RD ST-ADM OFF","CENTEREACH","11720","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619230","LONGWOOD CENTRAL SCHOOL DISTRICT","35 YAPHANK MIDDLE ISLAND ROAD","MIDDLE ISLAND","11953","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619260","MIDDLEBURGH CENTRAL SCHOOL DISTRICT","PO BOX 606","MIDDLEBURGH","12122","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619320","MIDDLETOWN CITY SCHOOL DISTRICT","223 WISNER AVE","MIDDLETOWN","10940","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619350","MILFORD CENTRAL SCHOOL DISTRICT","PO BOX 237","MILFORD","13807","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619380","MILLBROOK CENTRAL SCHOOL DISTRICT","PO BOX AA","MILLBROOK","12545","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619410","MILLER PLACE UNION FREE SCHOOL DISTRICT","7 MEMORIAL DR","MILLER PLACE","11764","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619500","MINEOLA UNION FREE SCHOOL DISTRICT","121 JACKSON AVE","MINEOLA","11501","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619530","MINERVA CENTRAL SCHOOL DISTRICT","PO BOX 39","OLMSTEDVILLE","12857","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619560","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","PO BOX 217","SLATE HILL","10973","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619650","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT","278 RT 32-EDUC CTR","CENTRAL VALLEY","10917","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619680","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)","944 STATE RT 17K","MONTGOMERY","12549","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619710","MONTAUK UNION FREE SCHOOL DISTRICT","50 S DORSET DR","MONTAUK","11954","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619740","MONTICELLO CENTRAL SCHOOL DISTRICT","237 FORESTBURGH RD","MONTICELLO","12701","Yes","Yes",1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,0
"NY","NEW YORK","3619800","MORAVIA CENTRAL SCHOOL DISTRICT","PO BOX 1189","MORAVIA","13118","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619830","MORIAH CENTRAL SCHOOL DISTRICT","39 VIKING LN","PORT HENRY","12974","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619860","MORRIS CENTRAL SCHOOL DISTRICT","PO BOX 40","MORRIS","13808","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619890","MORRISTOWN CENTRAL SCHOOL DISTRICT","PO BOX 217","MORRISTOWN","13664","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3619920","MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT","PO BOX 990","MORRISVILLE","13408","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"NY","NEW YORK","3619950","BEDFORD CENTRAL SCHOOL DISTRICT","PO BOX 180","MOUNT KISCO","10549","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3620010","MOUNT MORRIS CENTRAL SCHOOL DISTRICT","30 BONADONNA AVE","MOUNT MORRIS","14510","No","Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"NY","NEW YORK","3620040","MOUNT SINAI UNION FREE SCHOOL DISTRICT","PO BOX 397","MOUNT SINAI","11766","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3620100","MOUNT VERNON SCHOOL DISTRICT","165 N COLUMBUS AVE","MOUNT VERNON","10553","Yes","Yes",3,1,0,0,0,0,0,0,2,2,1,1,0,0,6,4,2,0,0,1
