"LEA_STATE","LEA_STATE_NAME","LEAID","LEA_NAME","LEA_ADDRESS","LEA_CITY","LEA_ZIP","CJJ","LEA_HSE_IND","LEA_HSEPART_HI_M","LEA_HSEPART_HI_F","LEA_HSEPART_AM_M","LEA_HSEPART_AM_F","LEA_HSEPART_AS_M","LEA_HSEPART_AS_F","LEA_HSEPART_HP_M","LEA_HSEPART_HP_F","LEA_HSEPART_BL_M","LEA_HSEPART_BL_F","LEA_HSEPART_WH_M","LEA_HSEPART_WH_F","LEA_HSEPART_TR_M","LEA_HSEPART_TR_F","TOT_HSEPART_M","TOT_HSEPART_F","LEA_HSEPART_LEP_M","LEA_HSEPART_LEP_F","LEA_HSEPART_IDEA_M","LEA_HSEPART_IDEA_F"
"NY","NEW YORK","3610500","ELLENVILLE CENTRAL SCHOOL DISTRICT","28 MAPLE AVE","ELLENVILLE","12428","No","Yes",1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
"NY","NEW YORK","3610530","ELLICOTTVILLE CENTRAL SCHOOL DISTRICT","5873 RT 219","ELLICOTTVILLE","14731","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"NY","NEW YORK","3610560","ELMIRA CITY SCHOOL DISTRICT","951 HOFFMAN ST","ELMIRA","14905","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3610590","ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT","2083 COLLEGE AVE","ELMIRA HEIGHTS","14903","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3610620","ELMONT UNION FREE SCHOOL DISTRICT","135 ELMONT RD","ELMONT","11003","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3610650","ELMSFORD UNION FREE SCHOOL DISTRICT","98 S GOODWIN AVE","ELMSFORD","10523","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3610680","ELWOOD UNION FREE SCHOOL DISTRICT","100 KENNETH AVE","GREENLAWN","11740","No","Yes",1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
"NY","NEW YORK","3610710","UNION-ENDICOTT CENTRAL SCHOOL DISTRICT","1100 E MAIN ST","ENDICOTT","13760","No","Yes",0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,2,0,0,0,1
"NY","NEW YORK","3610860","FABIUS-POMPEY CENTRAL SCHOOL DISTRICT","1211 MILL ST","FABIUS","13063","No","Yes",0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0
"NY","NEW YORK","3610890","FAIRPORT CENTRAL SCHOOL DISTRICT","38 W CHURCH ST","FAIRPORT","14450","No","Yes",0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,3,0,1,2,2
"NY","NEW YORK","3610920","FALCONER CENTRAL SCHOOL DISTRICT","2 EAST AVE N","FALCONER","14733","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3610950","FALLSBURG CENTRAL SCHOOL DISTRICT","PO BOX 124","FALLSBURG","12733","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3610980","FARMINGDALE UNION FREE SCHOOL DISTRICT","50 VAN COTT AVE","FARMINGDALE","11735","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611070","FILLMORE CENTRAL SCHOOL DISTRICT","PO BOX 177","FILLMORE","14735","No","Yes",0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,2,1
"NY","NEW YORK","3611100","FISHERS ISLAND UNION FREE SCHOOL DISTRICT","78 GREENWOOD RD #600","FISHERS ISLAND","06390","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611160","FLORAL PARK-BELLEROSE UNION FREE SCHOOL DISTRICT","1 POPPY PL","FLORAL PARK","11001","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611190","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT","112 OLD JOHNSTOWN RD","FONDA","12068","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611250","FORESTVILLE CENTRAL SCHOOL DISTRICT","12 WATER ST","FORESTVILLE","14062","No","Yes",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"NY","NEW YORK","3611280","FORT ANN CENTRAL SCHOOL DISTRICT","PO BOX 467","FORT ANN","12827","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611310","FORT EDWARD UNION FREE SCHOOL DISTRICT","220 BROADWAY","FORT EDWARD","12828","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611370","FORT PLAIN CENTRAL SCHOOL DISTRICT","25 HIGH ST","FORT PLAIN","13339","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611400","FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT","605 PALMER ST","FRANKFORT","13340","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611430","FRANKLIN CENTRAL SCHOOL DISTRICT","PO BOX 888","FRANKLIN","13775","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611460","FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT","760 WASHINGTON ST","FRANKLIN SQUARE","11010","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611490","FRANKLINVILLE CENTRAL SCHOOL DISTRICT","31 N MAIN ST","FRANKLINVILLE","14737","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611520","FREDONIA CENTRAL SCHOOL DISTRICT","425 E MAIN ST","FREDONIA","14063","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611550","FREEPORT UNION FREE SCHOOL DISTRICT","PO Box 50","FREEPORT","11520","No","Yes",13,8,0,0,0,0,0,0,0,0,0,0,0,0,13,8,9,3,0,0
"NY","NEW YORK","3611610","FREWSBURG CENTRAL SCHOOL DISTRICT","PO BOX 690","FREWSBURG","14738","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611640","FRIENDSHIP CENTRAL SCHOOL DISTRICT","46 W MAIN ST","FRIENDSHIP","14739","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"NY","NEW YORK","3611670","FRONTIER CENTRAL SCHOOL DISTRICT","5120 ORCHARD AVE","HAMBURG","14075","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611700","FULTON CITY SCHOOL DISTRICT","129 Curtis Street","FULTON","13069","Yes","Yes",0,0,0,0,0,0,0,0,0,0,15,13,1,0,16,13,0,0,1,0
"NY","NEW YORK","3611730","GALWAY CENTRAL SCHOOL DISTRICT","5317 Sacandaga Road","GALWAY","12074","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611740","GANANDA CENTRAL SCHOOL DISTRICT","1500 DAYSPRING RDG","WALWORTH","14568","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611760","GARDEN CITY UNION FREE SCHOOL DISTRICT","PO BOX 216","GARDEN CITY","11530","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611860","GARRISON UNION FREE SCHOOL DISTRICT","PO BOX 193","GARRISON","10524","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611880","GATES-CHILI CENTRAL SCHOOL DISTRICT","3 SPARTAN WAY","ROCHESTER","14624","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611910","GENERAL BROWN CENTRAL SCHOOL DISTRICT","PO BOX 500","DEXTER","13634","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3611940","GENESEO CENTRAL SCHOOL DISTRICT","4050 AVON RD","GENESEO","14454","Yes","Yes",0,0,0,0,0,0,0,0,2,0,5,0,2,0,9,0,0,0,4,0
"NY","NEW YORK","3611970","GENEVA CITY SCHOOL DISTRICT","400 W NORTH ST","GENEVA","14456","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612030","GERMANTOWN CENTRAL SCHOOL DISTRICT","123 MAIN ST","GERMANTOWN","12526","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612120","GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT","132 WYCKOFF RD","GILBOA","12076","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612180","GLEN COVE CITY SCHOOL DISTRICT","150 DOSORIS LN","GLEN COVE","11542","No","Yes",74,33,0,0,0,0,0,0,3,0,2,2,0,0,79,35,73,34,1,0
"NY","NEW YORK","3612240","GLENS FALLS CITY SCHOOL DISTRICT","15 QUADE ST","GLENS FALLS","12801","No","Yes",0,0,0,0,0,0,0,1,0,0,9,5,1,0,10,6,0,0,2,2
"NY","NEW YORK","3612270","GLOVERSVILLE CITY SCHOOL DISTRICT","234 LINCOLN ST","GLOVERSVILLE","12078","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612300","GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN)","4100 BALDWIN RD","RUSHVILLE","14544","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612330","GOSHEN CENTRAL SCHOOL DISTRICT","227 MAIN ST","GOSHEN","10924","Yes","Yes",1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
"NY","NEW YORK","3612360","GOUVERNEUR CENTRAL SCHOOL DISTRICT","133 E BARNEY ST","GOUVERNEUR","13642","No","Yes",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
"NY","NEW YORK","3612390","GOWANDA CENTRAL SCHOOL DISTRICT","10674 PROSPECT ST","GOWANDA","14070","No","Yes",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NY","NEW YORK","3612400","GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT","1 S BROADWAY","HASTINGS ON HUDSON","10706","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612450","GRANVILLE CENTRAL SCHOOL DISTRICT","58 QUAKER ST","GRANVILLE","12832","No","Yes",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"NY","NEW YORK","3612510","GREAT NECK UNION FREE SCHOOL DISTRICT","345 LAKEVILLE RD","GREAT NECK","11020","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612630","GREECE CENTRAL SCHOOL DISTRICT","750 MAIDEN LN","ROCHESTER","14615","Yes","Yes",4,1,0,0,0,0,0,0,0,0,8,2,1,0,13,3,0,0,7,2
"NY","NEW YORK","3612660","GREEN ISLAND UNION FREE SCHOOL DISTRICT","171 HUDSON AVE","GREEN ISLAND","12183","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612720","GREENBURGH CENTRAL SCHOOL DISTRICT","475 W HARTSDALE AVE-ADMIN BLDG","HARTSDALE","10530","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612750","GREENE CENTRAL SCHOOL DISTRICT","40 S CANAL ST","GREENE","13778","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612840","GREENPORT UNION FREE SCHOOL DISTRICT","720 FRONT ST","GREENPORT","11944","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612870","GREENVILLE CENTRAL SCHOOL DISTRICT","PO BOX 129","GREENVILLE","12083","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612900","GREENWICH CENTRAL SCHOOL DISTRICT","10 GRAY AVE","GREENWICH","12834","No","Yes",0,0,0,0,0,0,0,0,0,0,7,5,0,0,7,5,0,0,2,1
"NY","NEW YORK","3612960","GREENWOOD LAKE UNION FREE SCHOOL DISTRICT","PO BOX 8","GREENWOOD LAKE","10925","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3612990","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","267 NEWMAN ST","SPRINGVILLE","14141","No","Yes",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"NY","NEW YORK","3613020","GROTON CENTRAL SCHOOL DISTRICT","400 Peru Rd","Groton","13073","No","Yes",0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1,1
"NY","NEW YORK","3613080","GUILDERLAND CENTRAL SCHOOL DISTRICT","PO BOX 18","GUILDERLAND CENTER","12085","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613110","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","27 Hyland Drive","LAKE LUZERNE","12846","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613230","HALDANE CENTRAL SCHOOL DISTRICT","15 CRAIGSIDE DR","COLD SPRING","10516","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613290","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT","525 HALF HOLLOW RD","DIX HILLS","11746","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613350","HAMBURG CENTRAL SCHOOL DISTRICT","5305 ABBOTT RD","HAMBURG","14075","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613380","HAMILTON CENTRAL SCHOOL DISTRICT","47 W KENDRICK AVE","HAMILTON","13346","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613440","HAMMOND CENTRAL SCHOOL DISTRICT","PO BOX 185","HAMMOND","13646","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613470","HAMMONDSPORT CENTRAL SCHOOL DISTRICT","8272 MAIN ST","HAMMONDSPORT","14840","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613530","HAMPTON BAYS UNION FREE SCHOOL DISTRICT","86 E ARGONNE RD","HAMPTON BAYS","11946","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613560","HANCOCK CENTRAL SCHOOL DISTRICT","67 EDUCATION LN","HANCOCK","13783","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613590","HANNIBAL CENTRAL SCHOOL DISTRICT","928 CAYUGA ST","HANNIBAL","13074","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613620","HARBORFIELDS CENTRAL SCHOOL DISTRICT","2 OLDFIELD RD","GREENLAWN","11740","No","Yes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"NY","NEW YORK","3613710","HARPURSVILLE CENTRAL SCHOOL DISTRICT","PO BOX 147","HARPURSVILLE","13787","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613740","HARRISON CENTRAL SCHOOL DISTRICT","50 UNION AVE","HARRISON","10528","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613770","HARRISVILLE CENTRAL SCHOOL DISTRICT","14371 PIRATE LN","HARRISVILLE","13648","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613830","HARTFORD CENTRAL SCHOOL DISTRICT","4704 State Route 149","HARTFORD","12838","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613950","HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT","27 FARRAGUT AVE","HASTINGS ON HUDSON","10706","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3613980","HAUPPAUGE UNION FREE SCHOOL DISTRICT","PO BOX 6006","HAUPPAUGE","11788","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614010","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)","65 CHAPEL ST","GARNERVILLE","10923","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614070","HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT","226 LINDA AVE","HAWTHORNE","10532","Yes","Yes",8,5,0,0,0,0,0,0,11,7,1,0,0,0,20,12,0,0,19,9
"NY","NEW YORK","3614130","HEMPSTEAD UNION FREE SCHOOL DISTRICT","185 PENINSULA BLVD","HEMPSTEAD","11550","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614190","HENDRICK HUDSON CENTRAL SCHOOL DISTRICT","61 TROLLEY RD","MONTROSE","10548","No","Yes",2,1,0,0,0,0,0,0,0,0,2,1,0,0,4,2,1,1,1,0
"NY","NEW YORK","3614220","HERKIMER CENTRAL SCHOOL DISTRICT","801 W GERMAN ST","HERKIMER","13350","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"NY","NEW YORK","3614250","HERMON-DEKALB CENTRAL SCHOOL DISTRICT","709 E DEKALB RD","DE KALB JUNCTION","13630","No","Yes",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1
"NY","NEW YORK","3614280","HERRICKS UNION FREE SCHOOL DISTRICT","999 B HERRICKS RD","NEW HYDE PARK","11040","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614310","HEUVELTON CENTRAL SCHOOL DISTRICT","PO BOX 375","HEUVELTON","13654","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614340","HICKSVILLE UNION FREE SCHOOL DISTRICT","200 DIVISION AVE-ADM","HICKSVILLE","11801","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614400","HIGHLAND CENTRAL SCHOOL DISTRICT","320 PANCAKE HOLLOW RD","HIGHLAND","12528","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"NY","NEW YORK","3614430","HIGHLAND FALLS CENTRAL SCHOOL DISTRICT","PO BOX 287","HIGHLAND FALLS","10928","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614460","HILTON CENTRAL SCHOOL DISTRICT","225 WEST AVE","HILTON","14468","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614490","HINSDALE CENTRAL SCHOOL DISTRICT","3701 MAIN ST","HINSDALE","14743","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614550","HOLLAND CENTRAL SCHOOL DISTRICT","103 CANADA ST","HOLLAND","14080","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614580","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","9601 MAIN ST","HOLLAND PATENT","13354","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"NY","NEW YORK","3614610","HOLLEY CENTRAL SCHOOL DISTRICT","3800 N MAIN ST","HOLLEY","14470","No","Yes",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
"NY","NEW YORK","3614640","HOMER CENTRAL SCHOOL DISTRICT","PO BOX 500","HOMER","13077","No","Yes",1,0,0,0,0,0,0,0,0,0,4,3,0,0,5,3,0,0,2,1
"NY","NEW YORK","3614670","HONEOYE CENTRAL SCHOOL DISTRICT","PO BOX 170","HONEOYE","14471","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614700","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT","20 CHURCH ST","HONEOYE FALLS","14472","No","Yes",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
"NY","NEW YORK","3614730","HOOSIC VALLEY CENTRAL SCHOOL DISTRICT","2 PLEASANT AVE","SCHAGHTICOKE","12154","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614760","HOOSICK FALLS CENTRAL SCHOOL DISTRICT","21187 NY RT 22","Hoosick Falls","12090","No","Yes",0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,3,0
"NY","NEW YORK","3614820","HORNELL CITY SCHOOL DISTRICT","25 PEARL ST","HORNELL","14843","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614850","HORSEHEADS CENTRAL SCHOOL DISTRICT","1 RAIDER LN","HORSEHEADS","14845","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614880","SACKETS HARBOR CENTRAL SCHOOL DISTRICT","PO BOX 290","SACKETS HARBOR","13685","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3614940","HUDSON CITY SCHOOL DISTRICT","215 HARRY HOWARD AVE","HUDSON","12534","Yes","Yes",1,0,0,0,0,1,0,0,1,1,3,0,0,0,5,2,0,1,4,0
"NY","NEW YORK","3614970","HUDSON FALLS CENTRAL SCHOOL DISTRICT","PO BOX 710","HUDSON FALLS","12839","Yes","Yes",0,0,0,0,0,0,0,0,0,0,6,2,0,0,6,2,0,0,2,0
"NY","NEW YORK","3615030","GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT","24 MCDONALD RD","FREEVILLE","13068","No","Yes",0,0,0,0,0,0,0,0,3,1,8,2,1,0,12,3,0,0,7,1
"NY","NEW YORK","3615060","HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT","PO BOX 1018","TANNERSVILLE","12485","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615090","HUNTINGTON UNION FREE SCHOOL DISTRICT","50 TOWER ST","HUNTINGTON STATION","11746","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615180","HYDE PARK CENTRAL SCHOOL DISTRICT","PO BOX 2033","HYDE PARK","12538","No","Yes",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"NY","NEW YORK","3615210","KINDERHOOK CENTRAL SCHOOL DISTRICT","PO BOX 820","VALATIE","12184","Yes","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"NY","NEW YORK","3615270","INDIAN LAKE CENTRAL SCHOOL DISTRICT","6345 NYS RT 30","INDIAN LAKE","12842","No","No",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
